codequipo,solicitante,ubicacion,municipio,provincia,lat,lon,tipoInstalacion
2482,"Estación de Servicio Monte Real, SLU","Estacion de Servicio Monte Real, SLU",BAIONA,PONTEVEDRA,42.1138,-8.8400,En empresa privada
2483,Colegio BOUZA BREY,Colegio Bouza Brey (planta baja),VIGO,PONTEVEDRA,42.2380,-8.6952,En centros docentes
2484,Concello de RIBADAVIA,Piscina Municipal A Veronza,RIBADAVIA,OURENSE,42.2958,-8.1382,En instalaciones deportivas
2485,TOP RESCUE S. L.,Posto de salvamento playa de Perbes,MIÑO,A CORUÑA,43.3761,-8.2144,En playa
2486,Bolton Food S. L.,"Bolton Food, S.L. (entrada)",BOIRO,A CORUÑA,42.6154,-8.8859,En empresa privada
2487,Gestión Hotelera Onix Vigo S. L.,Gran Hotel NAGARI,VIGO,PONTEVEDRA,42.2396,-8.7214,En empresa privada
2488,Colegio Oficial de Farmacéuticos de A CORUÑA,Sede del Colegio Oficial de Farmaceuticos de La Coruna (oficina),"CORUÑA, A",A CORUÑA,43.3705,-8.3980,En empresa privada
2489,Cooperativa Armadores de Pesca del Puerto de Vigo,Cooperativa Amadores de Pesca del Puerto de Vigo,VIGO,PONTEVEDRA,42.2368,-8.7327,En empresa privada
2490,MAGARIÑOS SUMINISTROS NÁUTICOS S. L.,MAGARIÑOS SUMINISTROS NÁUTICOS S. L.,VIGO,PONTEVEDRA,42.2249,-8.7474,En empresa privada
2491,Fundación VALDEGODOS,Residencia de mayores,VIANA DO BOLO,OURENSE,42.1791,-7.1086,En empresa privada
2492,Fundación VALDEGODOS,Residencia de mayores O Mosteiro,RAMIRAS,OURENSE,42.1683,-8.0302,En empresa privada
2493,Fundación VALDEGODOS,Residencia de mayores Os Pinos,"RUA, A",OURENSE,42.3924,-7.1325,En empresa privada
2494,Fundación VALDEGODOS,Residencia de mayores Natividad de María,VILAMARTIN DE VALDEORRAS,OURENSE,42.4083,-7.0713,En empresa privada
2495,Fundación VALDEGODOS,Residencia de mayores Virgen de los Milagros (pasillo comedor),VILAMARTIN DE VALDEORRAS,OURENSE,42.4099,-7.0452,En empresa privada
2496,Fundación VALDEGODOS,Residencia de mayores (recepcion),QUIROGA,LUGO,42.4752,-7.2741,En empresa privada
2497,Concello de Cangas,Base de Proteccion Civil,CANGAS,PONTEVEDRA,42.2677,-8.7633,Protección civil (no amb.)
2498,Cruz Roja de Santiago,Oficina Local Cruz Roja Española (entrada principal).,SANTIAGO,A CORUÑA,42.8819,-8.5327,Cruz roja (no amb.)
2500,CUALTIS S. L. U.,CUALTIS S.L.U. (sala de espera),LUGO,LUGO,42.9959,-7.5494,En empresa privada
2502,CONCELLO DE VEDRA,Polideportivo Municipal (vestibulo principal),VEDRA,A CORUÑA,42.7731,-8.4830,En instalaciones deportivas
2503,CONCELLO DE VEDRA,Campo de futbol de O COTO (vestuarios),VEDRA,A CORUÑA,42.7642,-8.4205,En instalaciones deportivas
2504,Autoridad Portuaria de Ferrol,Tunel de BRION,FERROL,A CORUÑA,43.4686,-8.3219,Otros
2505,CPI Alcalde Xosé Pichel,CPI Alcalde Pichel (vestíbulo edificio ESO),CORISTANCO,A CORUÑA,43.1905,-8.7359,En centros docentes
2506,REAL CLUB CELTA S.A. D.,Estadio de Balaidos (PALCOS VIP),VIGO,PONTEVEDRA,42.2119,-8.7402,En instalaciones deportivas
2507,REAL CLUB CELTA S.A. D.,Estadio de Balaidos (TRIBUNA BAJA-GOL),VIGO,PONTEVEDRA,42.2119,-8.7402,En instalaciones deportivas
2508,REAL CLUB CELTA S.A. D.,Estadio de Balaidos (TRIBUNA BAJA-MARCADOR),VIGO,PONTEVEDRA,42.2119,-8.7402,En instalaciones deportivas
2509,REAL CLUB CELTA S.A. D.,Estadio de Balaidos (TRIBUNA ALTA-GOL),VIGO,PONTEVEDRA,42.2119,-8.7402,En instalaciones deportivas
2510,REAL CLUB CELTA S.A. D.,Estadio de Balaidos (grada de MARCADOR),VIGO,PONTEVEDRA,42.2119,-8.7402,En instalaciones deportivas
2511,REAL CLUB CELTA S.A. D.,Estadio de Balaidos (grada RIO BAJO - Marcador)),VIGO,PONTEVEDRA,42.2119,-8.7402,En instalaciones deportivas
2512,REAL CLUB CELTA S.A. D.,Estadio de Balaidos (grada RIO ALTO - Marcador)),VIGO,PONTEVEDRA,42.2119,-8.7402,En instalaciones deportivas
2513,REAL CLUB CELTA S.A. D.,Estadio de Balaidos (grada RIO ALTO - Gol),VIGO,PONTEVEDRA,42.2119,-8.7402,En instalaciones deportivas
2514,REAL CLUB CELTA S.A. D.,Estadio de Balaidos (ESTADIO ABANCA),VIGO,PONTEVEDRA,42.2119,-8.7402,En instalaciones deportivas
2515,REAL CLUB CELTA S.A. D.,Estadio de Balaidos (ESTADIO ABANCA),VIGO,PONTEVEDRA,42.2119,-8.7402,En instalaciones deportivas
2516,REAL CLUB CELTA S.A. D.,Estadio de Balaidos (ESTADIO ABANCA),VIGO,PONTEVEDRA,42.2119,-8.7402,En instalaciones deportivas
2517,AUTOBUSES URBANOS OURENSE,Nave industrial propiedad de Autobuses Urbanos de Ourense,OURENSE,OURENSE,42.3566,-7.9102,Administraciones o instituciones públicas
2519,CONCELLO DE VEDRA,Campo de futbol de SAN MAMEDE (vestuarios),VEDRA,A CORUÑA,42.7603,-8.4363,En instalaciones deportivas
2520,CONCELLO DE VEDRA,Base de Proteccion Civil VEDRA,VEDRA,A CORUÑA,42.7883,-8.4431,Protección civil (no amb.)
2521,Concello de Nigrán,CEIP Da Cruz,NIGRAN,PONTEVEDRA,42.1531,-8.7868,En centros docentes
2522,Concello de Nigrán,CEIP Carlos Casares,NIGRAN,PONTEVEDRA,42.1177,-8.7926,En centros docentes
2523,Concello de Nigrán,CEIP Humberto Juanes,NIGRAN,PONTEVEDRA,42.1406,-8.8095,En centros docentes
2524,Concello de Nigrán,CEIP Mallón,NIGRAN,PONTEVEDRA,42.1257,-8.8126,En centros docentes
2525,Concello de Nigrán,Escola Infantil Galiña azul,NIGRAN,PONTEVEDRA,42.1394,-8.8124,En centros docentes
2526,Concello de Nigrán,Escola Infantil As dunas,NIGRAN,PONTEVEDRA,42.1435,-8.8203,En centros docentes
2527,Concello de Nigrán,Campo de fútbol de Condomínguez,NIGRAN,PONTEVEDRA,42.1524,-8.7975,En instalaciones deportivas
2528,Concello de Nigrán,Campo de fútbol de San Pedro de Vilariño,NIGRAN,PONTEVEDRA,42.1196,-8.8020,En instalaciones deportivas
2529,Concello de Nigrán,"Pabellón municipal ""Xurxo Otero""",NIGRAN,PONTEVEDRA,42.1425,-8.8214,En instalaciones deportivas
2530,"Colexio Plurilingüe ""Divina Pastora""","Colexio ""Divina Pastora""","BARCO DE VALDEORRAS, O",OURENSE,42.4194,-6.9811,En centros docentes
2531,GRUPO ERIMSA- BEGONTE,Mina LADRA (C.E. Villalba nº 5511),BEGONTE,LUGO,43.1736,-7.7044,En empresa privada
2532,Policia Local Concello de OURENSE,Edificio de Jefatura de Policía local de Ourense,OURENSE,OURENSE,42.3474,-7.8736,Otros
2535,DELEGACION TERRITORIAL DA XUNTA DE GALICIA en OURENSE,Edificio Administrativo de Xunta Galicia (control seguridad),OURENSE,OURENSE,42.3413,-7.8604,Administraciones o instituciones públicas
2536,Centro de Visitantes Parque Nacional de las Islas Atlánticas de Galicia,Centro de Visitantes Parque Islas Atlánticas (primera planta),VIGO,PONTEVEDRA,42.2391,-8.7255,Administraciones o instituciones públicas
2537,Centro de Visitantes Parque Nacional de las Islas Atlánticas de Galicia,Centro de Interpretación ISLAS CÍES,VIGO,PONTEVEDRA,42.2187,-8.9042,En playa
2538,Centro de Visitantes Parque Nacional de las Islas Atlánticas de Galicia,Puesto sanitario ISLAS ONS,BUEU,PONTEVEDRA,42.3758,-8.9330,En playa
2539,Centro de Visitantes Parque Nacional de las Islas Atlánticas de Galicia,Caseta de vigilancia e información ISLA de CORTEGADA,VILAGARCIA DE AROUSA,PONTEVEDRA,42.6152,-8.7855,En playa
2540,Centro de Visitantes Parque Nacional de las Islas Atlánticas de Galicia,Centro de visitantes de ISLA DE SÁLVORA,RIBEIRA,A CORUÑA,42.4708,-9.0041,En playa
2541,FARMACIA SANTOS REGUEIRO,Farmacia Santos Regueiro,ARTEIXO,A CORUÑA,43.3016,-8.5105,En empresa privada
2542,BORGWAGNER EMISSIONS SYSTEMS SPAIN S.L.,BORGWAGNER EMISSIONS SYSTEMS SPAIN S. L.,VIGO,PONTEVEDRA,42.1567,-8.7145,En empresa privada
2543,Concello de RIBEIRA,Base de Proteccion Civil (vehiculo),RIBEIRA,A CORUÑA,42.5547,-8.9930,Protección civil (no amb.)
2544,Comunidad de propietarios La Jerezana,Edificio La Jerezana (hall),"PORRIÑO, O",PONTEVEDRA,42.1626,-8.6215,Otros
2546,Concello de Gondomar,Campo de fútbol AS CERCAS (cantina),GONDOMAR,PONTEVEDRA,42.1090,-8.7627,En instalaciones deportivas
2547,Concello de Gondomar,Campo de fútbol AS GAIANDAS (vestuarios),GONDOMAR,PONTEVEDRA,42.1135,-8.7652,En instalaciones deportivas
2548,Concello de Gondomar,"Pabellón municipal ""Bernabé Costas de Miranda""",GONDOMAR,PONTEVEDRA,42.1134,-8.7645,En instalaciones deportivas
2550,Deputación de Pontevedra,"Campo de fútbol ""Príncipe Felipe""",PONTEVEDRA,PONTEVEDRA,42.4277,-8.6161,En instalaciones deportivas
2551,Clinica Dental Rebeca Ozores,Clinica Dental Rebeca Ozores,BOIRO,A CORUÑA,42.6474,-8.8817,En empresa privada
2552,Conservas Antonio Alonso S. A.,Conservas Antonio Alonso (en oficinas),BUEU,PONTEVEDRA,42.3084,-8.7919,En empresa privada
2553,Conservas Antonio Alonso S. A.,Conservas Antonio Alonso (en enfermería),BUEU,PONTEVEDRA,42.3083,-8.7919,En empresa privada
2554,Conservas Antonio Alonso S. A.,Conservas Antonio Alonso (en almacén),BUEU,PONTEVEDRA,42.3080,-8.7902,En empresa privada
2555,Concello de MALPICA,Campo de fútbol de Xaviña,MALPICA DE BERGANTIÑOS,A CORUÑA,43.2662,-8.7923,En instalaciones deportivas
2556,Concello de MALPICA,Campo de fútbol da Pedra Queimada,MALPICA DE BERGANTIÑOS,A CORUÑA,43.3191,-8.8181,En instalaciones deportivas
2558,Colexio La Salle,Colegio La Salle (Pabellón),SANTIAGO,A CORUÑA,42.8837,-8.5435,En centros docentes
2559,"Campus Universitario ""As Lagoas""","Campus Universitario ""As Lagoas"" (piscina)",OURENSE,OURENSE,42.3429,-7.8516,En piscina pública
2560,Concello de Vilagarcía de Arousa,BASE de PROTECCION CIVIL,VILAGARCIA DE AROUSA,PONTEVEDRA,42.5883,-8.7644,Protección civil (no amb.)
2563,"Asociación Veciñal ""Emilio Crespo""","Centro cultural de la Asociación ""Emilio Crespo"" (en cafetería)",VIGO,PONTEVEDRA,42.2091,-8.7666,Otros
2564,Abanca Corporación Bancaria,Oficina ABANCA (planta baja),"CORUÑA, A",A CORUÑA,43.3705,-8.3992,En empresa privada
2565,Abanca Corporación Bancaria,Oficina ABANCA (planta baja),VIGO,PONTEVEDRA,42.2381,-8.7172,En empresa privada
2566,Abanca Corporación Bancaria,Oficina ABANCA (planta baja),"CORUÑA, A",A CORUÑA,43.3634,-8.4297,En empresa privada
2567,Abanca Corporación Bancaria,Oficina ABANCA (planta baja),"CORUÑA, A",A CORUÑA,43.3292,-8.4501,En empresa privada
2568,Abanca Corporación Bancaria,Oficina ABANCA (planta baja),"CORUÑA, A",A CORUÑA,43.3534,-8.4231,En empresa privada
2569,Abanca Corporación Bancaria,Oficina ABANCA (planta baja),OURENSE,OURENSE,42.3387,-7.8655,En empresa privada
2570,Abanca Corporación Bancaria,Oficina ABANCA (planta baja),SANTIAGO,A CORUÑA,42.8758,-8.5450,En empresa privada
2571,Abanca Corporación Bancaria,SEDE A FUNDACIÓN ABANCA (planta Baja),LUGO,LUGO,43.0097,-7.5595,En empresa privada
2572,XUNTA DE GALICIA,Edificio Adm San CAETANO (caseta de seguridade),SANTIAGO,A CORUÑA,42.8905,-8.5369,Administraciones o instituciones públicas
2573,XUNTA DE GALICIA,"Edificio EGAP (planta baja, control seguridad)",SANTIAGO,A CORUÑA,42.8811,-8.5278,Administraciones o instituciones públicas
2574,XUNTA DE GALICIA,Edificio Adminitrativo Xunta de Galicia (planta baja),FERROL,A CORUÑA,43.4856,-8.2280,Administraciones o instituciones públicas
2575,XUNTA DE GALICIA,Edificio Administrativo de Xunta Galicia (control seguridad),"BARCO DE VALDEORRAS, O",OURENSE,42.4113,-6.9794,Administraciones o instituciones públicas
2576,XUNTA DE GALICIA,Edificio IGAPE (control de seguridad),SANTIAGO,A CORUÑA,42.8877,-8.5187,Administraciones o instituciones públicas
2577,XUNTA DE GALICIA,Edificio Administrativo Xunta (entrada principal),VIGO,PONTEVEDRA,42.2396,-8.7212,Administraciones o instituciones públicas
2580,Abanca Corporación Bancaria,Oficina ABANCA (planta baja),FERROL,A CORUÑA,43.4858,-8.2311,En empresa privada
2581,Rectorado da Universidade da Coruña,EDIFICIO DE APOYO AL ESTUDIO (planta baja),FERROL,A CORUÑA,43.4827,-8.2222,En centros docentes
2582,Rectorado da Universidade da Coruña,Escuela Universitaria de Enfermería y Podología (planta baja),FERROL,A CORUÑA,43.4836,-8.2233,En centros docentes
2583,Rectorado da Universidade da Coruña,Centro Cultural del Campus de Ferrol (sótano),FERROL,A CORUÑA,43.4819,-8.2233,En centros docentes
2584,Concello de Monforte,Casa do Concello (hall),MONFORTE,LUGO,42.5227,-7.5166,En instalaciones deportivas
2585,SATEC S. A.,SATEC S. A. (en sala de primeros auxilios),VIGO,PONTEVEDRA,42.1777,-8.7061,En empresa privada
2586,"MEGARO FOODS SUMINISTROS, S. L.","MEGARO FOODS Suministros S.L. (oficinas, primer piso)",CASTRO DE REI,LUGO,43.1397,-7.5103,En empresa privada
2587,INASUS S. L.,INASUS S. L. (oficinas),LALIN,PONTEVEDRA,42.6729,-8.1519,En empresa privada
2588,INASUS S. L.,INASUS S. L. (nave de producción),LALIN,PONTEVEDRA,42.6730,-8.1519,En empresa privada
2589,Casa Hermanas Hospitalarias,Centro PAI MENNI (pasillo recepción),BETANZOS,A CORUÑA,43.2710,-8.2169,Otros
2594,AXENCIA DE TURISMO DE GALICIA,Albergue de Triacastela,TRIACASTELA,LUGO,42.7554,-7.2354,Otros
2623,AXENCIA DE TURISMO DE GALICIA,Albergue de Arzúa,ARZUA,A CORUÑA,42.9262,-8.1627,Albergue de Peregrinos
2630,AXENCIA DE TURISMO DE GALICIA,Albergue de Faramello,TEO,A CORUÑA,42.8108,-8.6226,Albergue de Peregrinos
2638,AXENCIA DE TURISMO DE GALICIA,Albergue de Sergude,CARRAL,A CORUÑA,43.2463,-8.3455,Albergue de Peregrinos
2652,Concello de Santiago,Campo de futbol de SERGAS,SANTIAGO,A CORUÑA,42.8894,-8.5194,En instalaciones deportivas
2660,CASINO FERROLANO,CASINO FERROLANO (conserjería),FERROL,A CORUÑA,43.4834,-8.2345,Otros
2661,CASINO FERROLANO,Edificio social del CLUB TENIS CASINO FERROLANO (conserjería),FERROL,A CORUÑA,43.4817,-8.2446,Otros
2662,Colexio Padres Franciscanos,Colexio Padres Franciscanos (primer piso),LUGO,LUGO,43.0090,-7.5562,En centros docentes
2664,SAICA PACK S.L.,SAICA PACK S. L.,CERCEDA,A CORUÑA,43.1761,-8.4724,En empresa privada
2665,CIFP A Farixa,CIFP A Farixa (hall de entrada),OURENSE,OURENSE,42.3232,-7.8676,En centros docentes
2666,LIMPIEZAS CLECE S.A.,LIMPIEZAS CLECE S.A.,"CORUÑA, A",A CORUÑA,43.3583,-8.4216,En empresa privada
2667,Sociedad de fomento y desarrollo turístico S. A.,Palacio de la Ópera (hall entrada principal),"CORUÑA, A",A CORUÑA,43.3631,-8.4134,En empresa privada
2668,Fundación Galicia Obra Social ABANCA,Sede Afundación Obra Social Abanca (planta baja),"CORUÑA, A",A CORUÑA,43.3683,-8.4033,En empresa privada
2669,CEIP A Magdalena,"CEIP A Magdalena - Edificio B, vestíbulo principal","PONTES, AS",A CORUÑA,43.4561,-7.8536,En centros docentes
2670,ASTILLEROS NODOSA S. L.,Astilleros NODOSA S. L. (en garita entrada),MARIN,PONTEVEDRA,42.3941,-8.6949,En empresa privada
2671,GONVAUTO GALICIA S. A.,GONVAUTO GALICIA S. A. (EDIFICIO DE OFICINAS),MARIN,PONTEVEDRA,42.4039,-8.6890,En empresa privada
2672,Clínica Dental Monasterio Alonso,Clínica Dental (en despacho médico),RIBADEO,LUGO,43.5369,-7.0408,En empresa privada
2673,IES Porto do Son,IES Porto do Son (conserjería),PORTO DO SON,A CORUÑA,42.7317,-8.9910,En centros docentes
2674,Concello San Cibrao das Viñas,Gimnasio Municipal de Pontenoalla,SAN CIBRAO DAS VIÑAS,OURENSE,42.2838,-7.8411,En instalaciones deportivas
2675,Fundación Galicia Obra Social ABANCA,Sede A FUNDACIÓN (planta baja),PONTEVEDRA,PONTEVEDRA,42.4291,-8.6458,En empresa privada
2676,Grupo Inditex - Indipunt Naron,Edificio INDIPUNT S. L.,NARON,A CORUÑA,43.5312,-8.2006,En empresa privada
2679,Asociación Deportiva MIÑO,Campo de fútbol de Gallamonde (cantina),MIÑO,A CORUÑA,43.3516,-8.1869,En instalaciones deportivas
2680,Balneario ACUÑA,BALNEARIO ACUÑA (recepción),CALDAS DE REIS,PONTEVEDRA,42.6036,-8.6425,En empresa privada
2682,LIMPIEZAS CLECE S.A. VIGO,Limpiezas CLECE (oficinas),VIGO,PONTEVEDRA,42.2328,-8.7226,En empresa privada
2683,Escuela Infantil Bamby,Escuela Infantil Bamby,PONTEVEDRA,PONTEVEDRA,42.4294,-8.6499,En empresa privada
2684,Asociación Escola Rosalía de Castro,Escola Rosalía de Castro (en el pabellón deportivo),VIGO,PONTEVEDRA,42.2099,-8.6938,En centros docentes
2685,CEIP Alfonso D. Rodríguez Castelao,CEIP Alfonso D. Rodríguez Castelao,VIGO,PONTEVEDRA,42.2088,-8.7602,En centros docentes
2687,Colexio Nosa Señora do Pilar,"Colexio Nosa Señora do Pilar (planta baja, frente a escaleras)",FOZ,LUGO,43.5688,-7.2600,En centros docentes
2688,Centro Deportivo BeOne Campolongo S. L.,Centro Deportivo BeOne Campolongo S. L.,PONTEVEDRA,PONTEVEDRA,42.4272,-8.6444,En instalaciones deportivas
2689,Colegio Oficial de Médicos Provincia de La Coruña,Sede Colegio Médico A Coruña,"CORUÑA, A",A CORUÑA,43.3704,-8.4001,Otros
2690,Colegio Oficial de Médicos Provincia de La Coruña,Sede Colegio Médico A Coruña,"CORUÑA, A",A CORUÑA,43.3447,-8.4069,Otros
2691,Colegio Oficial de Médicos Provincia de La Coruña,Delegación de la sede del Colegio Oficial de Médicos,SANTIAGO,A CORUÑA,42.8711,-8.5467,Otros
2692,Fundación Rof Codina,"Hospital Veterinario Universitario ""Rof Codina"" (en recepción)",LUGO,LUGO,42.9927,-7.5496,En centros docentes
2693,GRAFITOS BARCO S.A.,GRAFITOS BARCO S.A.,"BARCO DE VALDEORRAS, O",OURENSE,42.4160,-6.9672,En empresa privada
2700,Deputación Provincial de Ourense,Edificio de la Asociación de Empresarios Ourense (primer piso),SAN CIBRAO DAS VIÑAS,OURENSE,42.2936,-7.8277,Administraciones o instituciones públicas
2701,Deputación Provincial de Ourense,Bomberos Polígono San Cibrao das viñas,SAN CIBRAO DAS VIÑAS,OURENSE,42.2893,-7.8240,Otros
2704,Concello de Soutomaior,"Campo de fúbol "" Graciano Padín""",SOUTOMAIOR,PONTEVEDRA,42.3399,-8.5811,En instalaciones deportivas
2705,SELA SAFETY S. L. U.,SELA SAFETY S. L. U.,ARTEIXO,A CORUÑA,43.3216,-8.5018,En empresa privada
2706,Concello de Dodro,Pabellón deportivo municipal (pasillo vestuarios),DODRO,A CORUÑA,42.7163,-8.6977,En instalaciones deportivas
2707,Concello de Dodro,Campo de Fútbol de Chenlo (acceso a vestuarios),DODRO,A CORUÑA,42.7247,-8.7113,En instalaciones deportivas
2708,Vinos & Bodegas Gallegas S. A. U.,Nave Vinos & Bodegas Gallegas S.A. U.,OURENSE,OURENSE,42.3492,-8.0018,En empresa privada
2709,FRINSA del NOROESTE S. A.,FRINSA DEL NOROESTE S. A. (en oficinas),RIBEIRA,A CORUÑA,42.5755,-8.9983,En empresa privada
2710,AGASP (ACADEMIA GALEGA DE SEGURIDADE PÚBLICA),Piscina climatizada de AGASP-AXEGA (enfermería),"ESTRADA, A",PONTEVEDRA,42.6917,-8.5096,En piscina pública
2711,Grupo Nueva PESCANOVA,"Edificio Pescanova (entrada principal, planta cero)",REDONDELA,PONTEVEDRA,42.2726,-8.6702,En empresa privada
2712,Club Náutico de Portonovo,Edificio de Servicios del Club Náutico Portonovo (en oficina de marinería),SANXENXO,PONTEVEDRA,42.3988,-8.8269,En instalaciones deportivas
2713,Axencia Galega de Innovación  (GAIN),"Sede da GAIN ""Centro de Novas Tecnoloxías"" (vestíbulo)",SANTIAGO,A CORUÑA,42.8631,-8.5545,Administraciones o instituciones públicas
2714,Grupo Nueva PESCANOVA,Edificio Pescanova (servicio médico),REDONDELA,PONTEVEDRA,42.2743,-8.6696,En empresa privada
2715,Grupo Nueva PESCANOVA,Edificio Pescanova (pasillo central acceso a vestuarios),REDONDELA,PONTEVEDRA,42.2744,-8.6693,En empresa privada
2716,Grupo Nueva PESCANOVA,Fábrica Pescanova (entrada principal),"PORRIÑO, O",PONTEVEDRA,42.1255,-8.6259,En empresa privada
2717,Xefatura Territorial da Consellería do Mar (LUGO),Xefatura Territorial da Consellería do Mar (Celeiro),VIVEIRO,LUGO,43.6763,-7.5945,Administraciones o instituciones públicas
2718,Colegio MIRALBA (Jesuitinas),Colegio Jesuitanas Miralba (entrada principal),VIGO,PONTEVEDRA,42.2215,-8.7289,En centros docentes
2719,Colegio MIRALBA (Jesuitinas),Colegio Jesuitinas Miralba (acceso a vestuarios),VIGO,PONTEVEDRA,42.2213,-8.7288,En centros docentes
2720,Concello de Ribadeo,Escola Municipal de Música e Danza (en despacho de dirección),RIBADEO,LUGO,43.5346,-7.0403,En centros docentes
2721,Consorcio provincial contra incendios y salvamento de Lugo,Parque bomberos de Sarria,SARRIA,LUGO,42.7755,-7.4194,Administraciones o instituciones públicas
2722,Consorcio provincial contra incendios y salvamento de Lugo,Parque bomberos de Chantada,CHANTADA,LUGO,42.5888,-7.7755,Administraciones o instituciones públicas
2723,Consorcio provincial contra incendios y salvamento de Lugo,Parque bomberos de Monforte de Lemos,MONFORTE,LUGO,42.5399,-7.5225,Administraciones o instituciones públicas
2724,Consorcio provincial contra incendios y salvamento de Lugo,Parque bomberos de Viveiro,VIVEIRO,LUGO,43.6769,-7.5922,Administraciones o instituciones públicas
2725,ANPA do CEIP Praia de Quenxe,CEIP Praia de Quenxe (vestíbulo entrada principal),CORCUBION,A CORUÑA,42.9361,-9.1916,En centros docentes
2726,CEIP As Forcadas (Anpa),CEIP As Forcadas (pasillo conserjería),PONTECESO,A CORUÑA,43.2686,-8.9519,En centros docentes
2727,CEIP Plurilingüe Frián-Teis,CEIP Plurilingüe Frián-Teis,VIGO,PONTEVEDRA,42.2416,-8.6944,En centros docentes
2728,VIEWNEXT S. A.,VIEWNEXT S. A.,OURENSE,OURENSE,42.3151,-7.8650,En empresa privada
2729,PISCINA MUNICIPAL CALDAS DE REIS,Piscina municipal de Caldas de Reis,CALDAS DE REIS,PONTEVEDRA,42.6036,-8.6361,En piscina pública
2731,"ANEK-S3, S.L.",CAFETERÍA PISCINA (ESPACIO DEPORTIVO),CULLEREDO,A CORUÑA,43.3194,-8.4136,En empresa privada
2732,Club Fluvial de Lugo,Club Fluvial de Lugo,LUGO,LUGO,43.0008,-7.5699,En piscina pública
2733,Piscina Municipal de Padrón,Piscina Municipal de Padrón,PADRON,A CORUÑA,42.7353,-8.6608,En piscina pública
2734,Concello de Celanova,Dependencias Policía Local,CELANOVA,OURENSE,42.1520,-7.9578,Administraciones o instituciones públicas
2735,Concello de Celanova,Auditorio Municipal,CELANOVA,OURENSE,42.1519,-7.9554,Administraciones o instituciones públicas
2736,Tragsa (Empresa de Transformación Agraria,Base de Helicópteros Brigada de Refuerzo Incendios Forestales Laza,LAZA,OURENSE,42.0680,-7.4727,Otros
